tweet_id,clean_text,label,vader_compound,manual_label
1.82737E+18,𝗜𝗺𝗶𝘁𝗮𝘁𝗶𝗼𝗻 𝗶𝘀 𝘁𝗵𝗲 𝘀𝗶𝗻𝗰𝗲𝗿𝗲𝘀𝘁 𝗳𝗼𝗿𝗺 𝗼𝗳 𝗳𝗹𝗮𝘁𝘁𝗲𝗿𝘆 𝘁𝗵𝗮𝘁 𝗺𝗲𝗱𝗶𝗼𝗰𝗿𝗶𝘁𝘆 𝗰𝗮𝗻 𝗽𝗮𝘆 𝘁𝗼 𝗴𝗿𝗲𝗮𝘁𝗻𝗲𝘀𝘀. -- Amusing to see these spawns of genocidaires attempt and fail to be dismissive of 's EPIC achievements WHILE BORROWING from its legendary and successful methodology of galvanizing and banking on the youth's dynamism to rebuild and re-strengthen Rwanda 's chattered society. Whereas their forefathers did the EXACT OPPOSITE by using their youth today's 𝗴𝗲𝗻𝗼𝗰𝗶𝗱𝗲 𝗮𝗽𝗼𝗹𝗼𝗴𝗶𝘀𝘁𝘀 𝘁𝗵𝗲𝗶𝗿 𝗮𝗹𝗹𝗶𝗲𝘀 in the destruction of their own nation.,positive,0.2023,positive
1.76677E+18,"As prepares for a general election in July, the political parties forum NFPO has trained the conflict prevention and resolution commissioners of parties on the principles of conflict management, particularly during the election season.",positive,0.2023,neutral
1.6431E+18,"3 Since 1994 after the captured ,they immediately started looting everything out of Rwanda amp sold them in Uganda.They robbed their own Rwandan National Bank too. They are even emptying catholic organizations such as . Then they forge money to fill in the gap!",negative,-0.2244,negative
1.7479E+18,"An internal Tory drama engulfing our politics? The policy feels like all over again Stop the boats has that distinctive take back control finality, the full stop to any debate, the curtain call on any possibility of compromise",negative,-0.2263,negative
1.7247E+18,"Whatever the court decides, the immediate arguments will depend on the politics of asylum as much as the law itself - looks at the possible outcomes from today's Supreme Court judgement. on the Rwanda scheme",positive,0.2263,neutral
1.78303E+18,"If the Conservative government seriously cared - rather than playing cruel politics with people s lives - they would open a processing centre in Calais and form closer relationships with the EU, that distant shore we used to a part of.",negative,-0.2263,negative
1.64429E+18,"Today, we gather to honor the continued sacrifice of survivors and remember all those we lost during the Genocide against the Tutsi. -President .",positive,0.2263,neutral
1.67609E+18,The World abandoned RWANDA during genocide against Tutsi in 1994 God sent - INKOTANYI and we were Rescued,positive,0.2263,positive
1.73632E+18,"'s ruling party RPF-Inkotanyi and their Chinese counterparts, the Communist Party of China CPC , have agreed to broaden the framework of the existing ties, particularly dealing with climate change effects and terrorism among other areas.",positive,0.2263,neutral
1.71728E+18,"52 of our population is women, so you can imagine what would happen in one's country if you exclude the 52 . - President women's rights Future Investment Initiative",negative,-0.2263,neutral
1.67957E+18,"Apparently you know nothing about what is going on about and DIRTY Deal of migrants, you better stay away from it ! But if you're troll, just go on !",negative,-0.2383,negative
1.60943E+18,"'s speech is full of misunderstandings of what is really going on in World Politics. He's not sure of what he's talking about and contradicting himself. To have PEACE in the , his regime has to STOP sticking to power.",negative,-0.2411,negative
1.70842E+18,it is immoral for this country the UK to see themselves as... the compassionate country. They enslaved millions of people for 400 years... Compassion in this country is politics... There's no compassion here. Rwandan ambassador to UK,negative,-0.2453,negative
1.68096E+18,"President In , we have created an enabling environment for women to be equally represented in leadership positions, including in politics and at all levels.",positive,0.25,positive
1.78376E+18,Utterly astonishing. Apart from the politics it's not as if in adjacent to Gisenyi in has not been much in the news of late with the active volcano. But then does local knowledge ever matter?,positive,0.25,negative
1.8367E+18,"regime is good at playing politics of deceit, they want to portray as an aggressive neighbor, however the truth is known, there is no soldier on soil. is fighting his fellow countrymen and women in the .",negative,-0.25,negative
1.61819E+18,"I, sometimes, like Rwanda's foreign policy and approach to the regional politics and the messy intertwined Greatlakes geopolitics. Foreign policy is shaped by national interests.",positive,0.25,positive
