tweet_id,clean_text,text,language,timestamp,date,month,likes,retweets,comments,query,label,vader_neg,vader_neu,vader_pos,vader_compound,manual_label,confidence,final_label
1816187918127620553,Writing a song about is not politics. Kagame and his legacy a Rwandan national value. 's song is rather like an accelerated history course about Contemporary . Unity - No Corruption-No Discrimination,Writing a song about #Kagame is not politics. Kagame and his legacy = a Rwandan national value. @SherrieSilver's song is rather like an accelerated history course about Contemporary #Rwanda. Unity - No Corruption-No Discrimination 🎵🎶🎶,en,2024-07-24 19:05:17+00:00,2024-07-24,2024-07,16,5,1,#Rwanda politics,positive,0.061,0.803,0.136,0.4019,,0.4019,positive
1852892605412970514,"At the opening reception this evening for the annual academic conference of , honored to introduce H.E. , Ambassador of to the , for keynote remarks followed by a lively discussion covering history, politics amp the role of scholarship.","At the opening reception this evening for the annual academic conference of @ASMEASCHOLARS, honored to introduce H.E. @AmbMukantabana, Ambassador of #Rwanda🇷🇼 to  the #USA🇺🇲, for keynote remarks followed by a lively discussion covering history, politics &amp; the role of scholarship. https://t.co/wPtGPt0NC5",en,2024-11-03 01:56:36+00:00,2024-11-03,2024-11,25,12,0,#Rwanda politics,positive,0.0,0.847,0.153,0.7717,,0.7717,positive
1855170800929616070,"Happening now Important Workshop has been going on since a week about Genocide and prevention mechanisms. The term alone has been stripped from the essence of its meaning and significance. Justice has also been stripped from its purpose and meaning, hijacked by politics.","#Rwanda 🇷🇼 
Happening now 
Important Workshop has been going on since a week about “Genocide” and prevention mechanisms. 

The term alone has been stripped from the essence of its meaning and significance. 
Justice has also been stripped from its purpose and meaning, hijacked by politics.",en,2024-11-09 08:49:21+00:00,2024-11-09,2024-11,9,2,1,#Rwanda politics,positive,0.041,0.807,0.151,0.6486,,0.6486,positive
1841470922466672946,"Hypocrisie at its deepest. This lady, who s been convicted for Genocide denial and collusion with a listed genocidaire force - the Notorious FDLR -, who s been enjoying presidential pardon after she had written asking for it and promised to just stay out of wicked politics keeps peddling nonsense from her privileged position of a criminal serving her sentence at home. It is to be reminded that while she was not present during the Genocide Against the Tutsi, both her parents were among the killers, with her mother actively killing newborns and pre-natals .. with intention to exterminate the race she never condemned them. It is to be said that her own children have been visiting her in her condition of convicted serving sentence at home. Her own daughter has on different occasions expressed how she was happy and proud of Rwanda s amazing development, how peaceful and friendly the country was despite the violent past. For to act about Rwanda the way she does is from her own adherence to the fascist ideology that had been installed ever since the Belgian protectorate 1918-1962 and reinforced at the independence 1962 which ultimately led to the Genocide of the Tutsi 1994. But, as there is a But, she gets encouraged to do so by the multiple foreign - exclusively Western - political meddling attempts from Westerners who pretend to champion democracy even if it means to restore NAZI ideology it has been just sooo baffling to see westerners envisaging IVU as a political, alternative choice against President Kagame. Baffling? It s actually beyond that! Rwanda has just passed 30 years of peace, exceptional reconciliation where in the world can one hope to see perpetrators being pardoned by the survivors? Where? and unequaled human-centered development. She herself mentions it in this screenshot btw, she blocked me long time ago She says Rwanda enjoys a Consensual Democracy which translates every political tendency contributes to the common goals set by all of them Together. The only ones who are excluded are the criminals and those who want to restore fascism or call it tropical Nazism. Hardliners extremists running for their own petty interests have no place in post - Genocide Rwanda","#Rwanda 🇷🇼 
Hypocrisie at its deepest. 
This lady, who’s been convicted for “Genocide denial” and collusion with a listed “genocidaire” force - the Notorious FDLR -, who’s been enjoying presidential pardon after she had written asking for it and promised to just stay out of wicked politics… keeps peddling nonsense from her privileged position of a criminal serving her sentence at home.

It is to be reminded that while she was not present during the Genocide Against the Tutsi, both her parents were among the killers, with her mother actively killing newborns and pre-natals .. with intention to exterminate “the race” … she never condemned them.

It is to be said that her own children have been visiting her in her condition of convicted serving sentence at home. Her own daughter has on different occasions expressed how she was happy and proud of Rwanda’s amazing development, how peaceful and friendly the country was despite the violent past.

For @VictoireUmuhoza to act about Rwanda the way she does is from her own adherence to the fascist ideology that had been installed ever since the Belgian protectorate (1918-1962) and reinforced at the independence 1962… which ultimately led to the Genocide of the Tutsi 1994. 
But, as there is a But, she gets encouraged to do so by the multiple foreign - exclusively Western - political meddling attempts from Westerners who pretend to champion “democracy” … even if it means to restore NAZI ideology… it has been just sooo baffling to see westerners envisaging “IVU” as a political, alternative choice against President Kagame. Baffling? It’s actually beyond that! 

Rwanda has just passed 30 years of peace, exceptional reconciliation (where in the world can one hope to see perpetrators being pardoned by the survivors? Where?) and unequaled human-centered development. 
She herself mentions it in this screenshot (btw, she blocked me long time ago) 
She says Rwanda enjoys a “Consensual Democracy” which translates every political tendency contributes to the common goals set by all of them Together. The only ones who are excluded are the criminals and those who want to restore fascism or call it tropical Nazism. 

Hardliners extremists running for their own petty interests have no place in post - Genocide Rwanda",en,2024-10-02 13:30:55+00:00,2024-10-02,2024-10,38,22,9,#Rwanda politics,positive,0.081,0.775,0.144,0.9707,,0.9707,positive
1824360968526168514,"The Uniqueness For more than half a century now, post independence Africa has been suffering of poor governance built on a greed and corruption culture from the political actors. Entering politics has been seen throughout the continent as a privilege for being part of a VIP class inside their societies. What is already President Kagame s brand mark is the legacy in Nation Building - built on strong institutions which will only be strengthened by Upright Public Servants, His determination to ensure Corruption and Favoritism are banned in politics and Public Services, is already part of his legacy. His address to the newly elected Parliamentarians is a clear brief yet also meant for the Rwandans who elected them - hard work serving the public - VIP status serving is an honor not a privilege - accountability - favoritism Leave No One Behind! Serve All.","#Rwanda 🇷🇼 
The Uniqueness

For more than half a century now, post independence Africa has been suffering of poor governance built on a greed and corruption culture from the political actors. Entering politics has been seen throughout the continent as a privilege for being part of a “VIP” class inside their societies.

What is already President Kagame’s brand mark is the legacy in Nation Building - built on strong institutions which will only be strengthened by Upright Public Servants, 

His determination to ensure “Corruption” and “Favoritism” are banned in politics and Public Services, is already part of his legacy.

His address to the newly elected Parliamentarians is a clear brief yet also meant for the Rwandans who elected them: 

- “hard work” serving the public ✅
- “VIP” status ❌❌
serving is an honor not a privilege 

- “accountability” ✅ 

- “favoritism” 🚫❌

“Leave No One Behind!” 

Serve All.",en,2024-08-16 08:22:04+00:00,2024-08-16,2024-08,10,3,0,#Rwanda politics,positive,0.107,0.713,0.179,0.928,,0.928,positive
1824701477325266980,"Richard Nyirishema, the vice president of Rwanda Basketball Federation Ferwaba and a veteran of the national basketball team, is 's new Sports Minister. President named his new cabinet on Friday.","Richard Nyirishema, the vice president of Rwanda Basketball Federation (Ferwaba) and a veteran of the national basketball team, is #Rwanda's new Sports Minister.

President #Kagame named his new cabinet on Friday.

https://t.co/kt5Tdehe06",en,2024-08-17 06:55:08+00:00,2024-08-17,2024-08,12,1,1,#Rwanda politics,neutral,0.0,1.0,0.0,0.0,neutral,0.0,neutral
1860289916099305912,"The Uniqueness In 1994, Rwanda had been declared clinically dead after a Genocide had been perpetrated on the Tutsi, killing 1 million of them in just 100 days. The genocidaires also killed other Rwandans for opposing the killings but got defeated by the rebellion lead by Paul Kagame. Rwanda's exceptional journey from that abyss gets sometimes deliberately misinterpreted, and deliberately misrepresented when it is not simply from ignorance. President Kagame himself gets also portrayed by self-proclaimed critics in a caricatural manner without any substantiation. Yet Rwanda, under his leadership has made an exceptional journey from the abyss to the rebirth of a nation, to becoming a shining star on the African continent. And Rwanda has been also taking at heart the African Continent. In 1994, not a single family in Rwanda hadn't been affected by the genocide, in one way or the other. From the ashes, despite the magnitude of the tragedy, Rwandans rebuilt there future.. yet ... tragedy as such wasn't exceptional to Rwanda, it's actually a shared fate throughout Africa. The story of Rwanda mirrors the story of many African countries PK So the whole process is about what is it that we can do, to uplift ourselves ... the whole Continent is like Rwanda, Rwanda is like the rest of Africa. the uniqueness Rwanda's particularity ... we don't allow us to get lost in our recent history. Coz when you do that, that's where you stay. Yes, we've learned the lessons... those lessons should be able to inform us about how we shape the future. That has also taught the people to value , not only themselves but also others. In Rwanda we cannot work towards prosperity leaving anyone behind. The conversation is then, how do we invest in our people, making sure everyone moves along with us. Why we made the investment in education, health, making sure there's participation ... in politics , in governance ... this civic duty that we owe ourselves ... that's how reconciliation comes about ... Listen to President Kagame articulating what democracy is about in tangible ways rather than an overused slogan.","#Rwanda 🇷🇼 
The Uniqueness 
In 1994, Rwanda had been declared ""clinically dead"" after a Genocide had been perpetrated on the Tutsi, killing 1 million of them in just 100 days. The genocidaires also killed other Rwandans for opposing the killings but got defeated by the rebellion lead by Paul Kagame.
Rwanda's exceptional journey from that abyss gets sometimes deliberately misinterpreted, and deliberately misrepresented when it is not simply from ignorance.

President Kagame himself gets also portrayed by self-proclaimed ""critics"" in a caricatural manner without any substantiation. Yet Rwanda, under his leadership has made an exceptional journey from the abyss to the rebirth of a nation, to becoming a shining star on the African continent. And Rwanda has been also taking at heart the African Continent. 
 In 1994, not a single family in Rwanda hadn't been affected by the genocide, in one way or the other. From the ashes, despite the magnitude of the tragedy, Rwandans rebuilt there future.. 

yet ...    ""tragedy"" as such wasn't exceptional to Rwanda, it's actually a shared fate throughout Africa. ""The story of Rwanda mirrors the story of many African countries"" (PK) ""So the whole process is about what is it that we can do, to uplift ourselves"" ... the whole Continent is like Rwanda, Rwanda is like the rest of Africa.""

the uniqueness

 Rwanda's particularity ... ""we don't allow us to get lost in our (recent) history. Coz when you do that, that's where you stay. Yes, we've learned the lessons... those lessons should be able to inform us about how we shape the future. That has also taught the people to value , not only themselves but also others.
In Rwanda we cannot work towards prosperity leaving anyone behind. The conversation is then, how do we invest in our people, making sure everyone moves along with us. Why we made the investment in education, health, making sure there's participation ... in politics , in governance ... this civic duty that we owe ourselves ... that's how ""reconciliation"" comes about ... 

Listen to President Kagame articulating what ""democracy"" is about in tangible ways rather than an overused slogan.",en,2024-11-23 11:50:53+00:00,2024-11-23,2024-11,95,42,4,#Rwanda politics,negative,0.099,0.821,0.081,-0.811,,0.811,negative
1869137999960690909,s first multiparty politics reflected divisions of late colonial period Peter Ruti,"#Rwanda’s first multiparty politics reflected divisions of late colonial period

✍🏾: Peter Ruti

https://t.co/PPxwOqFfQu",en,2024-12-17 21:50:00+00:00,2024-12-17,2024-12,5,1,1,#Rwanda politics,neutral,0.0,1.0,0.0,0.0,neutral,0.0,neutral
1827307714961146067,"What many occasional commentators incidental analysts overlook constantly will not ask for permission to secure Rwandans. Went from total Apocalypse driven by politically immature alienated fascist leadership to the Renaissance of a Nation, focused on rebuilding the inner fabric of it through Justice, Memory, Wealth creation Human-Centered Developmental politics for already 3 decades now thanks to committed, enlightened mature leadership. Zero compromise on corruption unapologetic when it comes to the Defense of the People. Only peace made this miraculous revival possible. One needs to be completely ill-informed ill-intentioned to think Rwanda would want war anyone sound would immediately understand it doesn t fit the developmental agenda of post-94 Rwanda nor its essence as a Nation today but in the same logic, anyone wishing harm to Rwandans today, will suffer the consequences anywhere that person or organization would be. Unapologetically is Rwanda s stance when it comes to defending the Security of the Rwandans. For anyone wishing harm to Rwanda will end up fearing his own shadow even from a remote place a-far from .","What many occasional commentators & “incidental analysts” overlook constantly… 

#Rwanda 🇷🇼 will not ask for permission to secure Rwandans.

Went from total Apocalypse driven by politically immature alienated fascist leadership to the Renaissance of a Nation, focused on rebuilding the inner fabric of it through Justice, Memory, Wealth creation & Human-Centered Developmental politics for already 3 decades now … thanks to committed, enlightened mature leadership. 
Zero compromise on corruption & unapologetic when it comes to the Defense of the People.
Only peace made this miraculous revival possible. 

One needs to be completely ill-informed ill-intentioned to think Rwanda would want “war” … anyone sound would immediately understand it doesn’t fit the developmental agenda of post-94 Rwanda nor its essence as a Nation today … but in the same logic, anyone wishing harm to Rwandans today, will suffer the consequences anywhere that person or organization would be. Unapologetically is Rwanda’s stance when it comes to defending the Security of the Rwandans.
For anyone wishing harm to Rwanda will end up fearing his own shadow even from a remote place a-far from 🇷🇼.",en,2024-08-24 11:31:23+00:00,2024-08-24,2024-08,11,9,0,#Rwanda politics,negative,0.117,0.737,0.146,-0.7096,,0.7096,negative
1870137166229086440,OPINIONS How colonialists supported divisionism in s first multiparty politics Peter Ruti,"OPINIONS: How colonialists supported divisionism in #Rwanda’s first multiparty politics

✍🏾: Peter Ruti

https://t.co/Rd0kxZX42j",en,2024-12-20 16:00:20+00:00,2024-12-20,2024-12,7,5,0,#Rwanda politics,positive,0.0,0.827,0.173,0.3182,,0.3182,positive
1831012528165364211,"Visits Amid Warrant Selective Justice? As Mongolia hosts Putin, s support of rebels in the remains unaddressed. Are global politics overshadowing justice? My contribution for","#Putin Visits #Mongolia Amid @CIJ_ICJ  Warrant: Selective Justice?

As Mongolia hosts Putin, #Rwanda’s support of #M23 rebels in the #DRC remains unaddressed. Are global politics overshadowing justice? 

My contribution for @Edit_Kimpa_vita 

👉👉https://t.co/evoIUtr38J https://t.co/WZ33LTsbJ9",en,2024-09-03 16:52:59+00:00,2024-09-03,2024-09,3,1,0,#Rwanda politics,positive,0.055,0.643,0.302,0.8426,,0.8426,positive
1838907186753261708,"will be the most repeated words in the anticipated speech by the dictator. 's leadership is marred by massive corruption, widespread tribal politics, hate speech, discrimination, oppression of opposition politicians and other critics, and perpetual insecurity among others, but he's expected to blame his predicaments on and . What kind of a leader is this?","""#Rwanda & #Kagame"" will be the most repeated words in the anticipated #UNGA79 speech by the #Congolese dictator.

#Tshisekedi's leadership is marred by massive corruption, widespread tribal politics, hate speech, discrimination, oppression of opposition politicians and other critics, and perpetual insecurity among others, but he's expected to blame his predicaments on #Kagame and #Rwanda.

What kind of a leader is this?
@UN @Presidence_RDC @UEenRDC @USAmbDRC 
@PatrickMuyaya
@GuillaumeNdjike
@michombero
@kabumba_justin
@LeSondage_RDC
@BonheurMuamba4
@marlonluzayamo_
@RDCongoPatriote",en,2024-09-25 11:43:33+00:00,2024-09-25,2024-09,9,4,3,#Rwanda politics,negative,0.149,0.851,0.0,-0.7876,,0.7876,negative
1861771036485963959,"Victoire Ingabire Umuhoza is a prominent advocate for democracy, human rights, and inclusive development in . Despite enduring years of imprisonment and ongoing harassment, she remains steadfast in her mission to foster political reform and build a Rwanda where justice and equality prevail. Her courage and resilience symbolize hope for those fighting for democratic freedoms in the face of oppression. In 2010, announced her intention to run for the Rwandan presidency, a move that shook the political establishment. Her bold challenge to the regime sought to address longstanding grievances, including the suppression of political freedoms and the need for reconciliation in the country. However, this act of defiance came at a high cost. She was arrested, falsely accused, and sentenced to 15 years in prison by the Rwandan Supreme Court in a politically motivated trial. Her case drew international attention, leading to a landmark decision by the African Court on Human and People s Rights, which ruled that Rwanda had violated her fundamental rights, including her freedom of expression and right to a fair trial. Despite this legal victory, Victoire spent eight years in prison, five of which were in solitary confinement, before being released in 2018 under presidential clemency. Though her release brought an end to her imprisonment, it came with severe restrictions. Victoire was stripped of her civil rights and prohibited from leaving Rwanda, preventing her from reuniting with her family abroad, including her critically ill husband in the Netherlands. These restrictions reflect the Rwandan government's continued efforts to silence her and limit her influence. Even after her release, the persecution of Victoire has not ceased. The Rwandan Patriotic Front RPF -aligned regime has launched a relentless campaign to silence her, branding her as divisive and dangerous. State-controlled media outlets and propaganda machinery have been weaponized to attack her character, misrepresent her as a threat to stability, and justify repressive actions against her. This smear campaign is not just about silencing Victoire but also about stifling any dissenting voice in the country. The accusations against her highlight the Kagame regime s fear of losing its grip on the narrative, as Victoire s message of democracy and human rights resonates with many Rwandans and the international community. Despite the unrelenting persecution, Victoire continues to champion her vision for a better Rwanda. She has outlined five key priorities that reflect her commitment to justice, democracy, and inclusive development 1. Democratisation Victoire advocates for an end to violence as a means of gaining or retaining power in Rwanda. She calls for inclusive dialogue among all stakeholders in politics and civil society to create governance reforms and establish strong institutions, ensuring lasting political stability. 2. Development of Social Capital Genuine reconciliation and national unity are at the heart of her vision. She proposes the harmonisation of Rwanda s history, recognition of all victims, the establishment of a truth and reconciliation process, and the promotion of restorative justice to heal historical grievances and foster understanding. 3. Decentralisation Victoire supports empowering local authorities and citizens through decentralisation, enabling them to hold leaders accountable and participate in decision-making. She emphasizes nationwide civic education to help people understand and exercise their rights. 4. Development for All Her development agenda prioritizes public investment in productive sectors that address immediate population needs. To create a fair business environment, she calls for the removal of government and political party involvement in commercial activities, ensuring transparency and fairness. 5. Developing Positive Diplomacy Victoire envisions Rwanda as a reliable ally in the international community and a responsible partner in regional resource management. Her approach includes negotiating peace treaties with neighbors, strengthening security cooperation, and promoting regional integration. Victoire Ingabire is not a threat to Rwanda but a beacon of hope for those who long for democracy and human rights. The accusations leveled against her by state-aligned media are baseless attempts to suppress her voice and maintain the regime's grip on power. Her continued advocacy for inclusive national dialogue underscores her belief that sustainable peace and development can only be achieved through open conversations that include all Rwandans. Victoire's unwavering commitment to democracy, even in the face of imprisonment and harassment, is a testament to her resilience and determination. As she continues to advocate for political reform and good governance, she inspires hope for a brighter, more inclusive Rwanda. Her vision reminds us that democracy and freedom are worth fighting for, even in the most challenging circumstances.","Victoire Ingabire Umuhoza is a prominent advocate for democracy, human rights, and inclusive development in #Rwanda. Despite enduring years of imprisonment and ongoing harassment, she remains steadfast in her mission to foster political reform and build a Rwanda where justice and equality prevail. Her courage and resilience symbolize hope for those fighting for democratic freedoms in the face of oppression.

In 2010, @VictoireUmuhoza announced her intention to run for the Rwandan presidency, a move that shook the political establishment. Her bold challenge to the regime sought to address longstanding grievances, including the suppression of political freedoms and the need for reconciliation in the country. However, this act of defiance came at a high cost. She was arrested, falsely accused, and sentenced to 15 years in prison by the Rwandan Supreme Court in a politically motivated trial.

Her case drew international attention, leading to a landmark decision by the African Court on Human and People’s Rights, which ruled that Rwanda had violated her fundamental rights, including her freedom of expression and right to a fair trial. Despite this legal victory, Victoire spent eight years in prison, five of which were in solitary confinement, before being released in 2018 under presidential clemency.

https://t.co/9Mg5Gcg7tx

Though her release brought an end to her imprisonment, it came with severe restrictions. Victoire was stripped of her civil rights and prohibited from leaving Rwanda, preventing her from reuniting with her family abroad, including her critically ill husband in the Netherlands. These restrictions reflect the Rwandan government's continued efforts to silence her and limit her influence.

Even after her release, the persecution of Victoire has not ceased. The Rwandan Patriotic Front (RPF)-aligned regime has launched a relentless campaign to silence her, branding her as divisive and dangerous. State-controlled media outlets and propaganda machinery have been weaponized to attack her character, misrepresent her as a threat to stability, and justify repressive actions against her.

This smear campaign is not just about silencing Victoire but also about stifling any dissenting voice in the country. The accusations against her highlight the Kagame regime’s fear of losing its grip on the narrative, as Victoire’s message of democracy and human rights resonates with many Rwandans and the international community.

https://t.co/dAFYEsXzMF

Despite the unrelenting persecution, Victoire continues to champion her vision for a better Rwanda. She has outlined five key priorities that reflect her commitment to justice, democracy, and inclusive development:

1. Democratisation
Victoire advocates for an end to violence as a means of gaining or retaining power in Rwanda. She calls for inclusive dialogue among all stakeholders in politics and civil society to create governance reforms and establish strong institutions, ensuring lasting political stability.

2. Development of Social Capital
Genuine reconciliation and national unity are at the heart of her vision. She proposes the harmonisation of Rwanda’s history, recognition of all victims, the establishment of a truth and reconciliation process, and the promotion of restorative justice to heal historical grievances and foster understanding.

3. Decentralisation
Victoire supports empowering local authorities and citizens through decentralisation, enabling them to hold leaders accountable and participate in decision-making. She emphasizes nationwide civic education to help people understand and exercise their rights.

4. Development for All
Her development agenda prioritizes public investment in productive sectors that address immediate population needs. To create a fair business environment, she calls for the removal of government and political party involvement in commercial activities, ensuring transparency and fairness.

5. Developing Positive Diplomacy
Victoire envisions Rwanda as a reliable ally in the international community and a responsible partner in regional resource management. Her approach includes negotiating peace treaties with neighbors, strengthening security cooperation, and promoting regional integration.

Victoire Ingabire is not a threat to Rwanda but a beacon of hope for those who long for democracy and human rights. The accusations leveled against her by state-aligned media are baseless attempts to suppress her voice and maintain the regime's grip on power. Her continued advocacy for inclusive national dialogue underscores her belief that sustainable peace and development can only be achieved through open conversations that include all Rwandans.

https://t.co/lYXojOfoiI

Victoire's unwavering commitment to democracy, even in the face of imprisonment and harassment, is a testament to her resilience and determination. As she continues to advocate for political reform and good governance, she inspires hope for a brighter, more inclusive Rwanda. Her vision reminds us that democracy and freedom are worth fighting for, even in the most challenging circumstances.

#IstandWithIngabire #RwOX 

@PaulKagame @GeneralNeva @Presidence_RDC @realDonaldTrump @NLinRwanda @StateDept @marcorubio @USAmbUN @USAmbRwanda @ambafrancerwa @UKinRwanda @GermanyinRwanda @CanadainRwanda @SwedeninRW @_AfricanUnion @UNRwanda @EUinRW @hrw @HRF @VOAAfrica @BBCAfrica @DeutscheWelle @idrissaberkane @africasacountry @VanguardAfrica @africaarguments @FbdnStories @LQSomos @ajplus @AfUncensored @ResistBureau @PatrickMuyaya @ZEMBLA @thecontinent_ @freedomnoworg @liberalinternat",en,2024-11-27 13:56:19+00:00,2024-11-27,2024-11,56,38,23,#Rwanda politics,positive,0.078,0.735,0.187,0.9984,,0.9984,positive
1836702141089562990,"regime is good at playing politics of deceit, they want to portray as an aggressive neighbor, however the truth is known, there is no soldier on soil. is fighting his fellow countrymen and women in the .","#Kinshasa regime is good at playing politics of deceit, they want to portray #Rwanda as an aggressive neighbor, however the truth is known, there is no #Rwandan soldier on #DRC soil.

#Tshisekedi is fighting his fellow countrymen and women in the #M23/#AFC. https://t.co/6cgcmqc4aW",en,2024-09-19 09:41:29+00:00,2024-09-19,2024-09,4,2,1,#Rwanda politics,negative,0.2,0.622,0.178,-0.25,negative,0.25,negative
1831272908108243252,"How does a convicted criminal on capital offenses pardoned by President , claim to be the victim of his administration? s deceitful politics have no place in the current . Before seeking sympathy, she should remember that scores of innocent unarmed Rwandans lost their lives in the terror attacks of -Urunana an armed wing of her political outfit- -Inkingi which is another reason why she belongs in prison.","How does a convicted criminal on capital offenses pardoned by President #Kagame, claim to be the victim of his administration? #Ingabire’s deceitful politics have no place in the current #Rwanda.

Before seeking sympathy, she should remember that scores of innocent unarmed Rwandans lost their lives in the terror attacks of #RUD-Urunana an armed wing of her political outfit- #FDU-Inkingi which is another reason why she belongs in prison.
@RwandaGov @IGIHE @FDU_Inkingi @jamboasbl @NormanIshimwe @JLHaby 
@albcontact @r_rukaka @MweneGahaya",en,2024-09-04 10:07:39+00:00,2024-09-04,2024-09,3,3,1,#Rwanda politics,negative,0.285,0.638,0.077,-0.9531,,0.9531,negative
1838844037467447383,"Just a reminder. A character named Paul Yes he was a fictional character in a fictional Hollywood movie Yes he became a real life terrorist thinking that Hollywood fame would shield him from justice Yes his violent criminal acts of terror made several victims in the Rwandan population Yes he was caught, sentenced and imprisoned for his crimes together with some of his criminal organization Yes he asked for clemency and was released from custody, while guilty of terror charges and conspiracy after having committed in writing If I am granted a pardon and released. I understand fuily that I will spend the remainder of my days in the United States in quiet reflection. I can assure you through this letter that I hold no personal or political ambitions otherwise. I will leave questions regarding Rwandan politics behind me. Look out, he s not a person of honor. He never was. What the Hollywood didn t show nor say, is how he made PAY every hunted person who sought refuge in Hotel des Milles Collines. Today he s back on these streets trying again anything against Rwanda Not a person of honor.","#Rwanda 🇷🇼 
Just a reminder. 
A character named Paul #Rusesabagina … 
Yes he was a fictional character in a fictional Hollywood movie 
Yes he became a real life terrorist thinking that Hollywood fame would shield him from justice
Yes his violent criminal acts of terror made several victims in the Rwandan population
Yes he was caught, sentenced and imprisoned for his crimes together with some of his criminal organization
Yes he asked for clemency and was released from custody, while guilty of terror charges and conspiracy… after having committed in writing ✍🏿 

“If I am granted a pardon and released. I understand fuily that I will spend the remainder of my days in the United States in quiet reflection. I can assure you through this letter that I hold no personal or political ambitions otherwise. I will leave questions regarding Rwandan politics behind me.”

Look out, he’s not a person of honor. He never was. What the Hollywood didn’t show nor say, is how he made PAY every hunted person who sought refuge in Hotel des Milles Collines.

Today he’s back on these streets trying again “anything against Rwanda” 
Not a person of honor.",en,2024-09-25 07:32:37+00:00,2024-09-25,2024-09,45,24,20,#Rwanda politics,negative,0.174,0.67,0.155,-0.6841,,0.6841,negative
1821857345128857631,"The audacity! These extremists somehow think they will attack us amp bcoz we are later on a small country we have to close our eyes amp take it! We refuse...infact those numbers are going to grow. We are going to defend our country, our politics amp our president","The audacity! These extremists somehow think they will attack us &amp; bcoz we are #Africans later on #Rwanda ""a small country"" we have to close our eyes &amp; take it! We refuse...infact those numbers are going to grow. We are going to defend our country, our politics &amp; our president https://t.co/i4fTAeTsha",en,2024-08-09 10:33:34+00:00,2024-08-09,2024-08,12,9,4,#Rwanda politics,negative,0.073,0.927,0.0,-0.5696,,0.5696,negative
1846550374238294220,"shunned ethnic politics, are a united people, determined all together to transform their country regardless of their tribal or political affiliations. When President took over the country's leadership, he created a conducive environment for the return of refugees. Over 200,000 refugees returned to the government, the majority coming from the former now . In December 2017, the s cessation clause ending the refugee status for came into effect. Those who claim to be refuge are convicted criminals and individuals with pending cases in courts of law who fled accountability. It s in where new leadership forces people to flee their own country. s divisive regime deprived Congolese Tutsis of their fundamental rights of existence, nationality, and land. They were forced to flee to and . army took part in the when s dictator Mobutu deployed them to reinforce s genocidal forces. History never forgets. was created by defeated genocidal forces and the regime authorities who welcomed them into the country and offered a safe haven for the murderers to reorganize and return to Rwanda for their unfinished business. They still have plans to exterminate all Tutsis. must neutralize and repatriate its members to to pave the way for peace in the and stability in the region. must negotiate with to end the inter- crisis.","#Rwanda shunned ethnic politics, #Rwandans are a united people, determined all together to transform their country regardless of their tribal or political affiliations.

When President #Kagame took over the country's leadership, he created a conducive environment for the return of refugees. Over 200,000 refugees returned to the government, the majority coming from the former #Zaire now #DRC.

In December 2017, the #UNHCR’s cessation clause ending the refugee status for #Rwandans came into effect. Those who claim to be refuge are convicted criminals and individuals with pending cases in courts of law who fled accountability.

It’s in #DRC where new leadership forces people to flee their own country. #Tshisekedi’s divisive regime deprived Congolese Tutsis of their fundamental rights of existence, nationality, and land. They were forced to flee to #Rwanda and #Uganda.

#Congolese army took part in the #GenocideAgainstTutsis when #Zaire’s dictator Mobutu deployed them to reinforce #Habyarimana’s genocidal forces. History never forgets.

#FDLR was created by defeated genocidal forces and the #Congolese regime authorities who welcomed them into the country and offered a safe haven for the murderers to reorganize and return to Rwanda for their unfinished business. They still have plans to exterminate all Tutsis.

#Tshisekedi must neutralize #FDLR and repatriate its members to #Rwanda to pave the way for peace in the #EasternDRC and stability in the region.

#Tshisekedi must negotiate with #M23/#AFC to end the inter-#Congolese crisis.

@UEenRDC
@USAmbDRC
@guardian
@AJEnglish
@SecBlinken
@POTUS
@StateDept
@AsstSecStateAF 
@PatrickMuyaya
@GuillaumeNdjike
@michombero
@kabumba_justin
@LeSondage_RDC
@BonheurMuamba4
@marlonluzayamo_
@RDCongoPatriote",en,2024-10-16 13:54:51+00:00,2024-10-16,2024-10,4,2,0,#Rwanda politics,negative,0.096,0.837,0.067,-0.8418,,0.8418,negative
1854122957645414635,"Politics based on is practiced by the becoming more evident with each passing day. In , there is a false claim that and have reached nearly 100 , but that is not the case because there is a serious issue of . Some people still do not see others as , and the Rwandan government is aware of this because it is one of the it uses to maintain control.","Politics based on #lies is practiced by the @rpfinkotanyi becoming more evident with each passing day. In #Rwanda, there is a false claim that #unity and #reconciliation have reached nearly 100%, but that is not the case because there is a serious issue of #ethnic #discrimination. Some people still do not see others as #Rwandans, and the Rwandan government is aware of this because it is one of the #tools it uses to maintain control.@RwandaEast
@RwandaWest @RwandaNorth
@gatetebenon123 @NdAl6812 @RwandaSouth @ClaudineUmubye1 @hrw @iradukunda03_ @umunyemera98636 @Rukundo2024",en,2024-11-06 11:25:35+00:00,2024-11-06,2024-11,31,17,19,#Rwanda politics,negative,0.021,0.962,0.017,-0.0644,negative,0.0644,negative
